Complaint ,Company_Type,Label,
"@Saudi_TGA
  
 
 السلام عليكم ..
 
 عندي شحنه مع شركة الشحن 
 @AJEXMena
  
 من يوم الخميس المندوب مكلمني الساعة9 الصباح ولا تم توصيلها الى اليوم .. 
 
 وشكرا مقدماً..",شركة شحن,تأخير,
"@smsacare
  
 ياخي انتو صاحين و الا مهابيل شحنتي الله اكبر عليكم طالبه توصيلها للطايف 
 
 جت من الرياض للطايف و رجعتوها مباشره لجده و رفعت شكوى ترجع للطايف و شحنتوها لخميس مشيط انتو صاحين !!!
 
 
 @mcgovsa_care
  
 
 @SaudiTransport",شركة شحن,سوء تعامل,
"هذا رابع مندوب من عندكم يتواصل معي على الواتساب ويقول انه بيوصل الشحنة وما وصلني شي!!!!
 
 @Saudi_TGA
  شوفوا لنا حل مع ذي الشركات التي تشتغل بدون احترافية",شركة شحن,تأخير,
"تم إلغاء رحلتي مع جيني في اللحظة الأخيرة دون أي تنبيه مسبق، ولم يتم تقديم بديل أو تعويض عن الإزعاج.",شركة توصيل,سوء تعامل,
"شركة iMile فيه مره وصلت لكم شُحنة بدون مشاكل؟ 
 
 اسوء خدمة عملاء
 اسوء مناديب بالمعاملة
 الشحنة تطلع روحك وماتوصلك
 
 ليه العميل مايقدر يحدد شركة الشحن بنفسه ولو بسعر أعلى",شركة شحن,سوء تعامل,
"كيف طريقة تقديم بلاغ على تطبيق توصيل ركاب ، لم اجد الخيار المناسب في تطبيق بلاغ تجاري",شركة توصيل,استفسار,
"@MoTLS19955
  
 
 ياجماعة شركة أرامكس تسرح وتمرح بدون حسيب ولا رقيب. ضيعونا بطريقتهم هذه",شركة شحن,اخرى,
شحنتي اختفت,شركة شحن,فقدان,
"@TGA_CARE
  رخصه قياده نقل خفيف 
 طلع لنا في النظام بطاقه سائق موقته لثلاثه اشهر ولكن بعد ال الثلاثه الأشهر لا نستطيع تجديدها",مركبات نقل,استفسار,
"@mrmandoobapp
  
 يعني الواحد مو حده على هالشغلة الا لقمة العيش الصعبة
 عميل طلب واشتريت طلبه من فلوسي 
 ورحت له للبيت، ومايرد لا اتصال ولا رسايل التطبيق
 اقوم انا اتحمل كل شئ
 ولما اطلب فلوسي منكم تقولي لقد تم انتهاك سياسة التطبيق من قبلك؟؟؟؟؟؟؟؟
 
 
 @mcgovsa_care
  
 @SaudiTransport",شركة توصيل,مشاكل مالية,
"@JeenyKSA
  تسوقونها علينا انتم؟؟ مافيه تواصل نهائي مع العملاء!!!!! لا عن طريق التطبيق ولا بالخاص ولا حاجة! ينخصم علي مبلغ من المحفظة عشان مشاكل تقنية بتطبيقكم ليه؟؟",شركة توصيل,مشاكل مالية,
"لم يتم التزام سائق تطبيق بولت بالمسار المحدد، مما تسبب في التأخير الكبير لموعدي الهام.",شركة توصيل,تأخير,
"S0001507426
 الشحنة وين !؟ تطلع للتوصيل وترجع للمستودع
 اتصال اكثر من ربع ساعة ع خدمة العملاء ويقولك مشغولين بخدمة عملاء اخرين
 - تواصل بالخاص ومحد يتجاوب ..!!! وش الحل معهم",شركة شحن,تأخير,
"@Uber_KSA
  
 
 @SaudiTransport
  
 استهتار كابتن من اوبر واضاعة وقت كان محسوب عليه ضيعلي فرصة عمل غاليه عليه 
 وقلت اهتمام من اوبر في خدمة عملاء لهم وعدم وجود رقم للتواصل مع خدمة العملاء 
 مين راح يعوضني الي ضاع ومين ياخذ حقي من وقفت الشمس الي وقفتها احتاج تواصل ماراح اسامح الكابتن",شركة توصيل,تأخير,
حقيقي سيئة شركة الشحن هذي حاطة المدينة ورسلو الشحنة الرياض ويرسلون اني اروح استلمها ؟ عشان اخذ طلبيتي يبغوني اسافر لها شهالغباء,شركة شحن,سوء تعامل,
"@SaudiTransport
  
 شوفو لنا حل مع شركة ناقل موقعهم وخدمة عملاء ومناديب توصيل سيئين 
 شحنه لها 5 ايام في المستودع .. ليه ماتوصلونها",شركة شحن,تأخير,
"@Uber_KSA
  
 @TGA_CARE
  أوبر ترفض مستند صورة الاستمارة رغم أنني مفوض على المركبة",شركة توصيل,اخرى,
"@SalehAlJasser
  مصيبه عدم التفتيش اليومي من وزاره النقل 
 @NTSC_KSA
  
 @nazaha_gov_sa",منصات حكومية لوجستية,مخالفة انظمة,
"@jtexpressme
  اتمنى انه يكون في اهتمام و مصداقيه في العمل اتواصل مع خدمة العملاء تقول طلعت من دبي و المصدر يقول طلعت من تاريخ 2024/8/24 والى اليوم (27) ماوصلت السعوديه ضيع الطريق مثلا 
 @CST_KSA
  اشتغلو بامانه وذمه و ضمير ليش تحدون العالم ع الشكاوي ترا احنا طفشنا",شركة شحن,تأخير,
تم فقدان طردي في الطريق من قبل شركة الشحن أرامكس ولم يتم تقديم أي مساعدة أو تعويض عن الخسائر الناجمة عن ذلك.,شركة شحن,فقدان,
"وزارة التجارة الكرام 
 ارجو ايجاد حل مع مناديب شركة اي مايل",شركة شحن,سوء تعامل,
"@TGA_CARE
  تحياتي عندي شحنه الفروض توصل تاريخ ١١ اغسطس والى اليوم ما وصلت تواصلت مع ارمكس يقولو تحت الاجراء وتعدت الوقت المحدد لها الشحنه قلتلهم ارفع لي شكوى وزودوني برقم الشكوى للاسف مايتجاوبو والقسم المختص اتصل عليهم نص ساعه على الخط ومحد يرد ايش الحل",شركة شحن,تأخير,
"@MoTLS19955
  
 
 @jtexpressme
  
 تعامل سيء انا كتاجره تضررت منهم اصدرت بوليصات ودفع مسبق والان ٤ يوم للبوليصات ومحد من المناديب تواصل معاي للأستلام ! 
 مع العمل احد العملاء كنسل الطلبيه",شركة شحن,سوء تعامل,
ياهيئة النقل يامسؤولين اتقو الله وقومو بدوركم ارزاقنا وارزاق عيالنا جالسه تتقطع الاجانب في اوبر زي النمل شوفو لنا حل احنا مواطنين بيوتنا مفتوحه من هالشغله #متسترين_اوبر,شركة توصيل,مخالفة انظمة,
السلام عليكم تم طلب توصيل مستلزمات طفل من بينها حليب وقت التوصيل من 9حتى العاشره الان الساعه 12وربع ولم يصل تعدى وقت التوصيل ودخلنا يوم ثاني وماوصل ايش هذي الخدمه,شركة توصيل,تأخير,
"@SaudiTransport
  
 كيف اقدم شكوى على ارامكس بسبب التاخير",شركة شحن,تأخير,
الله ياخذ شركة ايمايل ادفع شركة شفتها بحياتي لو سمحتو اتمنى تشوفون لنا حل معاهم تعبنا وحنا ننتظر طلباتنا صار لها دهر عندهم مو راضين يوصلونها لنا,شركة توصيل,تأخير,
"للاسف حصلت معايا مرتين خلال اسبوع وعند الدخول للتتبع تظهر هذه الرسالة
 
 آخر تحديث لهذه الشحنة هو: تعذر الاتصال بالعميل - مطلوب معلومات اتصال إضافية من قبل العميل 
 الذي تم في 3/17/2024 12:44:00 AM من قبل مكاتب أرامكس في المملكة العربية السعودية
 
 قمت الاستهتار عن اي اتصال تتحدثو",شركة شحن,سوء تعامل,
"@CST_KSA
  
 عنايتكم للنظر في مشاكل هذه الشركة مندوبيها يتوقفون في مناطق عامة على شوارع رئيسية ويطلبون الحضور لأخذ شحناتنا علما ان الشحنة مدفوعة الثمن من الباب إلى الباب
 شكاوى تتوالى ولا يوجد لهم أي أرقام تواصل",شركة شحن,مخالفة انظمة,
"السلام عليكم 
 @Saudi_TGA
  
 @TGA_CARE
  بسجل في تطبيق تويو 
 @ToYouKSA
  رافضين يقول لازم موديل السياره مايتعدى ٥ سنوات كيف وانت سمحتو للسيارات ١٠ سنوات",شركة توصيل,استفسار,
"@HungerStation
  
 @AliAldamanhori
  
 @Saudi_TGA
  الطلب الى الان ماوصلني والمندوب جواله مقفل ومافيه تواصل خدمة عملاء لـ هنقرستيشن ولا رد هنا ايش الحل ؟؟؟؟",شركة توصيل,تأخير,
"@Saudi_TGA
  السلام عليكم ، كيف اقدم شكوي علي مكتب تأجير سيارات ؟",تأجير,استفسار,
"@TGA_CARE
  
 @TheChefz_
  
  
 الطلب وصلني متأخر ٣٠ دقيقه ؟!!",شركة توصيل,تأخير,
العروض الوهميه في تطبيقات التوصيل الي متى !!!؟؟,شركة توصيل,مخالفة انظمة,
"السلام عليكم 
 وزن المركبه اقل من 3000 الاف",مركبات نقل,اخرى,
سوف يتم رفع بلاغ للجهة المختصة لي اسبوعين كل يوم تعطوني تاريخ مختلف لاستلام الشحنة,شركة شحن,تأخير,
برفع شكوى على زاجل وين ارفع ؟,شركة شحن,استفسار,
"@NaqelCare
  
 
 @SaudiTransport
  
 اريد رفع شكوى على شركة ناقل 
 * تم ارسال رساله لي في تمام الساعه ١١ ظهرا ولم يحدد وقت استلام الشحنه مما سبب لي اهدار بوقتي
 *الشحنه من الظهر الى الان في الدمام ماتحركت 
 *الشركة لم ترسل لي اختيار التوقيت المناسب لاستلام الشحنه",شركة شحن,تأخير,
"@CST_KSA
  
 
 @TGA_CARE
  
 
 @GFS_Express
  
 @GFS_Care
  
 ٱلْسَلآمّ.عَلْيّكَمُ وٍرٍحَمُةٌاللَّـَـَـَـْـْہ.ۆبُـرٍگآتَهّ 
 شركه GFS الرجاء توصيل الشحنه التي لها 10 ايام لم يتم التواصل معي ولم يتم العثور على موقع لتتبع الشحنه ولا معرفه اين تكون مع العلم انه تم التواصل مع خدمه العملاء اكثر من مره.",شركة شحن,تأخير,
السلام عليكم حابة أرفع شكوى على شركة الشحن,شركة شحن,استفسار,
هل أستطيع رفع شكوى على شركه مشغله لأنهم مايفتحون حسابي كمندوب بجاهز,شركة توصيل,استفسار,
"@SPL_CARE
  تسعة ايام لمعالجة شكوى لطلب واصل له اكثر من شهر كريم طبي اكيد اصبح تالف مين يعوضني قمة الاستهتار و المماطله",شركة شحن,تأخير,
"@aymakanSa
  
 شحنه لدى اي مكان مر عليها أكثر من 8 ايام ولم يتم التجاوب من قبلهم 
 
 @CSTwithU",شركة شحن,تأخير,
السلام عليكم جتن مخالفه ???? وتريلا واقفه من شهر,مركبات نقل,استفسار,
والله نفسك طلبت سحور من ماك وجا من مطعم ثاني.. رفضوا يكسنل الطلب وترجع الفلوس واطلب من ماك رفضوا.. كنسل الطلب وانا بستلمه من العامل رفض يسلمه لي.. يعني ما اخذت الاكل الطلب الخطا ولا رجعوا فلوسي,شركة توصيل,مشاكل مالية,
"@TGA_CARE
  أنا رافعه فيهم شكوى وبلاغ ع التاخير لاني دافعه شحن سريع وع الساعه ٧ كلمني موظفكم الحين طلعو راسلينها لمنطقه ثانيه وانا مناسبتي بكرة وش اسوي ؟!!!!!",شركة شحن,تأخير,
"جعلها الله أمطار خيرٍ، تبلِّل قلوبنا بالرحمة والبركة..
 لسلامتك والآخرين، اتبع إرشادات القيادة الآمنة للشاحنات، أثناء هطول الأمطار",مركبات نقل,اخرى,
"السلام عليكم يوجد خبر متداول على وسائل التواصل الاجتماعي وهو.
 تم السماح في تطبيقات نقل الركاب من 2016 لمده سنه في نشاط التوجيه حتى10 سنوت من تاريخ الصنع هل هاذا الخبر صحيح",شركة توصيل,استفسار,
"@hunger_care
  الشهر الماضي تجرر الاشتراك تلقائي وكلمت خدمة العملاء بالتطبيق وقالت اذا ماتبغين رح نلغي الخدمة ولكن الفلوس ماترجع،قلت انتم جددتوا بدون ماتسالوني ولافيه خيار يوقف الاشتراك التلقائي ولكن في حال ايقاف الخدمة مابترجع الفلوس خليها تستمر هذا الشهر ولكن لاتجددون (يتبع)",شركة توصيل,مشاكل مالية,
"@habakr
  
 @JahezCareKSA
  
 @CST_KSA
  
 @Saudi_TGA
  
 الرد مكرر منسوخ ومافيه اي استجابة للشكوى",شركة توصيل,سوء تعامل,
"لعنايتكم 
 @TGA_CARE
  
 @hunger_care",شركة توصيل,اخرى,
"@TGA_CARE
  
 
 هل هئية النقل سمحت للسيارات من 2015 وفوق العمل في تطبيقات توصيل الركاب ؟",شركة توصيل,استفسار,
"الفرق الرقابية تضبط 635 مخالفًا لممارستهم نشاط نقل الركاب بدون ترخيص، وذلك من خلال الحملات الرقابية المكثفة التي تقوم بها على مطارات المملكة خلال شهر يوليو بالتعاون مع #وزارة_الداخلية؛ بهدف الحد من الممارسات الغير مرخصة.
 #لاتركب_مع_غير_المرخص
 #الهيئة_العامة_للنقل_TGA⁩",شركة توصيل,اخرى,
"مهزلة 
 @iMile_KSA
  الى اين؟ لما المندوب يتطاول علي و من الخميس شحنتي معاه و فوق هذا غلطان علي بالمكالمة و يقول مع مندوب ثاني و اخر شي يجيني هذا الرد منه! 
 @imile_delivery
  
 @iMile_KSA
  
 
 من امن العقوبة اساء الادب! شركات الشحن الى متى تحمون مناديبكم؟",شركة شحن,سوء تعامل,
"تم تسليم الطرد للشخص الخطأ من قبل شركة الشحن أرامكس، ولم يتم التعويض عن الخطأ حتى الآن.",شركة شحن,فقدان,
اسوء شركة زفت فزفت مو معقولة الطلب له اسبوعين بالمستودع ومو راضين توصلونه؟,شركة شحن,تأخير,
"@TGA_CARE
  
 @ToYouKSA
  
 سلام عليكم عزيزي ابي ارفع بلاغ على تطبيق تويو محتجزين مستحقاتي ولي يومين اتواصل معهم محد يرد",شركة توصيل,مشاكل مالية,
"@MoTLS19955
  
 السلام عليكم ورحمة وبركاته 
 لدي شكوى ضد شركة شحن 
 
 @aymakanSa
  
 لديهم شحنة لي لم تصل وتواصلت معهم بكل الطرق لكن لاحياة لمن تنادي وعندما ادخل الموقع اجدهم كاتبين انني أجل الاستلام وهم يكذبون الرجاء حل المشكله معهم",شركة شحن,سوء تعامل,
"@JahezCareKSA
  يوم قلت بدا الاستهبال ما كذبت. من ٥ ساعات لا حس ولا خبر!!
 
 
 @Saudi_TGA
  عنايتكم",شركة توصيل,تأخير,
طلبت و كنسله و باقي عن الاذان ?? د و دافع الطلب لا اكل جاء ولا فلوس رجعت,شركة توصيل,مشاكل مالية,
"@SPL_CARE
  
 @Saudi_TGA
  السلام عليكم هيئة النقل قاعده اتواصل مع سبل صارلي يومين ولا فيه اي رد وقلة ادب وعيب انهم سافهيني عشان قلت لهم هيئة النقل تتفاهم معكم ، انا ابي استفسر عن شحنه وهم مايردون !",شركة شحن,سوء تعامل,
"الساده /
 
 @TGA_CARE
  
 
 @HRSD_Care
  
 
 @ppgovsa
  
 تطبيق بولت استخدمني وغيري حتى نقوم بتوصيل الركاب داخل المملكه 
 ولا يعطينا اموالنا اللتي تحصلها من الركاب سابقاً 
 انا اطالبهم بمبلغ من ثلاث اسابيع واكثر ولازالو يماطلون
 اطلب التحقيق في عملياتهم وتعمد اخفاء حقوقنا بدون مسوغ
 
 @BoltCareSA",شركة توصيل,مشاكل مالية,
"@SaudiTransport
  
 
 @MCgovSA
  
 
 @Ego_now
  
 
 @bainah_sa
  
 وزارة التجارة تقول مالنا دخل ومركز بينة يقولون مالنا دخل ووزارة النقل ما يردون
 
 ايجو تحتكر ارباحي وارباح الكثير من العملاء ولا تسمح لنا بسحب الرصيد وتشترط على بعضهم ترك 100 ريال بالمحفظه والا لن تسحب ارباحك",شركة توصيل,مشاكل مالية,
"@Saudi_TGA
  
 @spokesman_TGA
  ترى السيارات الاجنبيه نفس وضعهم ويحملون داخلي وهذا ممنوع تحميل من الدمام الي نيوم مايدخل لا موازين والا غيرها",شركة توصيل,مخالفة انظمة,
الشحنه رقم 290674309390 ايش مشكلتها لها ? ايام من يوم استلمتوها واقفه في الدمام ماتحركت,شركة شحن,تأخير,
"تم تسليم الطرد في حالة سيئة ومتضررة جدًا من قبل شركة الشحن سمسا، ولم يتم تعويضي عن الخسائر الناجمة عن ذلك.",شركة شحن,سوء تعامل,
لماذا في كل مرة تطلبون موقع البيت وعندما نرسله عبر الواتساب نجد الشحنه في المكتب وانا ارى سيارتكم واقفه امام البقالة اللتي امامي لماذا لاتأتي الى بيتي مثل باقي العملاء هل انتم صائمون ونحن لا ؟!!!,شركة شحن,سوء تعامل,
"مو معقول قعدتم يومين ماتستلمون شحنتي من المتجر!!!
 طلبت الطلبيه يوم السبت وتوكم اليوم تستلمونها!!
 ب اي حق تتاخرون؟؟؟؟",شركة شحن,تأخير,
تدرون ان فيه تنظيمات جديده على قطاع سيارات السطحة (سيارات نقل السيارات) ماشاءالله صارت أجمل في الشوارع.. عقبال سيارات الخدميه مثل الصيانه و الدينات,مركبات نقل,اخرى,
مو معقول من الساعه ? الى الساعه ? الطلب معلق ولا فيه اي تواصل ولا اجراء و الكابتن حقكم يتمشى بالفيزا حقتي !! اسوء خدمة عملاء و اسوء تطبيق توصيل ايقو,شركة توصيل,تأخير,
"نتمنى من وزارة النقل سفلتت طريق : #ذرى_جدم_الفروخية_السواري طريق المدارس 
 والأعتناء بصيانتة ، 
 عنايتكم :
 
 @SaudiTransport
  
 @SalehAlJasser
  
 @makkahregion
  
 @laith_media",منصات حكومية لوجستية,اخرى,
"@Aramex_KSA
  استلمتوا شحنتي من يوم 18 اوقست وللحين ماجاني انكم استلمتوها!! ترا موجود بكاميرا البيت انكم استلمتوها.. 
 
 بيتم الشكوى عند وزارة النقل 
 @SaudiTransport",شركة شحن,تأخير,
"مرحبا 
 عندي نشاط تجاري دراجات نارية وش الحل ابغى ترخيص النقل",مركبات نقل,استفسار,
"@TGA_CARE
  طلبت من تطبيق
 @TkyrApp
  وحاطين لي استلام وانا ابي توصيل وكاتبين تم الاستلام وانا ماخذته ورفضوا يرجعون فلوسي",شركة توصيل,مشاكل مالية,
"تم إلغاء رحلتي مع كريم في اللحظة الأخيرة بدون أي تنبيه مسبق، مما تسبب في إضاعة وقتي ومالي.",شركة توصيل,سوء تعامل,
"للأسف كل الشحنات يطلبون الدفع الكاش ويرفضون الدفع عن طريق الشبكة 
 
 اكثر من مره يجي الموضف ويرفض البطاقة الائتمانية ويرجع 
 بعد التعب وطلب الشحنة يرسلون لنا موضف مستهتر ويكنسل الطلب ويقول ماعندي شبكة وسداد بالبطاقة الائتمانية",شركة شحن,سوء تعامل,
"@TGA_CARE
  
 تحاول المنشاة منذ يومين اصدار خطاب موجه للمرور لغرض تحويل نوع المركبة من نقل خاص الى نقل عام
 وللاسف الموقع لا يستجيب نهائيا
 وتواصلنا بكم سابقا وتم افادتنا بوجود عدم إستقرار في المنصة 
 مع العلم لا نستطيع عمل اي اجراء للمركبة بدون توفر الخطاب
 نتمنى اصلاح الخلل وشكرا",منصات حكومية لوجستية,تأخير,
"@Aramex_KSA
  مرحبا
  فيه شحنة متواجدة عندكم من كم يوم و متأخرة وإلى الان لم يتواصل معي أحد بخصوص التوصيل!
 
 
 @TGA_CARE",شركة شحن,تأخير,
"لم يتم تسليم الشحنه لليوم الرابع 
 @CSTwithU",شركة شحن,تأخير,
"معالي الشيخ عبدالله بن محمد أتمنى تسمع هذي القصة يلي صارت معاي شخصياً في المملكة العربية #السعودية 
 @AMB_Alhamed
  
 الدم واحد والولاء واحد ..
 وأتمنى من 
 @SaudiTransport
  وزارة النقل في المملكة الغالية تحل الموضوع ونرجع لكم كل سنة نستمتع بالأجواء في #الطائف 
 #الامارات 
 #السعودية
 #عُمان",منصات حكومية لوجستية,اخرى,
السلام عليكم لي طلب مع شركه الشحن ساعي ورافضين يوصلو لي الطلب للبيت اتواصلت معهم بس مافي اي تجاوب منهم,شركة شحن,سوء تعامل,
"لم يتم تسليم الطرد بشكل كامل من قبل البريد السعودي، ولم يتم تقديم أي مساعدة أو تعويض عن الخسائر.",شركة شحن,فقدان,
"السلام عليكم ورحمة الله وبركاته 
 
 صباح الخير 
 استفساري عن كيفية التقديم علي اللوحات الدعائية للمنشأت الخاصه على الطرق خارج النطاق العمراني
 كما هو مرفق",منصات حكومية لوجستية,استفسار,
"@GFS_Express
  وعندما تحدثت مع الشركه اخبرني الطلب مع الجمارك هل الجمارك تستغرق اسبوعين واكثر للتلخيص؟ تواصلت مع الجمارك اخبروني بأن الشحنه ليس لديهم! هل ارفع بلاغ ام شكوى ام قضيه لشركه الشحن 
 @Zatca_care
  
 @SaudiTransport",شركة شحن,استفسار,
"@SaudiTransport
  السلام عليكم
 اسبوع كامل نحاول اصدار خطاب لاصدار رخصة سير جديدة وتظهر رسال حدث خطأ بالنظام حاول مرة اخرى لاحقا
 عطونا حل",منصات حكومية لوجستية,تأخير,
"@Saudi_TGA
  #متسترين_اوبر اجانب شغالين بحساب سعودديين ايش دوركم؟",شركة توصيل,مخالفة انظمة,
"@SaudiTransport
  
 اتمنى النظر في موضوع الرسوم المترتبة على العميل بسبب خلل فالبرنامج",منصات حكومية لوجستية,مشاكل مالية,
هل يحق للمندوب شركات الاتصال بيع اجهزة الواي فاي على الشارع؟,منصات حكومية لوجستية,استفسار,
"@TGA_CARE
  طلبت من 
 @NiceoneCare
  وتم شحن طلبي مع 
 @SMSA
  ، ومندوبهم يرفض توصيل طلبي لباب الشقة ، رغم دفعي لرسوم الشحن وخدمة عملاء سمسا لايتجاوبون ولم يتم الرد على سؤالي والاجابة النظام عطلان !! .. والمندوب يقفل الطلب بسبب اني طلب اعادة جدولة استلام الطلب !!",شركة شحن,سوء تعامل,
,,,
,,,
